time,robot_load,robot_avg_load
1,0.0,0
32,0.0,0
64,0.0,0
94,0.5708755292125318,0
124,0.5708755292125318,1.1144655942917683
154,1.1417510584250636,1.114465594291687
184,1.1417510584250636,1.114465594291687
216,1.1417510584250636,1.114465594291687
247,0.5708755292125318,1.114465594291687
278,0.5708755292125318,3.890303611755371
308,0.5708755292125318,3.890303611755371
339,3.449117696867062,3.890303611755371
371,1.7774801016088062,3.890303611755371
401,7.1945944115156655,8.856289863586426
433,7.1945944115156655,8.856289863586426
464,8.616443691786621,8.856289863586426
495,8.616443691786621,8.856289863586426
527,7.003403895004234,11.17676830291748
558,7.003403895004234,11.17676830291748
589,7.84241377363816,11.17676830291748
621,6.466461191081006,11.17676830291748
652,6.466461191081006,8.287962913513184
683,7.08975396153381,8.287962913513184
715,7.08975396153381,8.287962913513184
746,10.044353937341237,8.287962913513184
777,12.46923736946091,13.086504936218262
809,13.991989839119391,13.086504936218262
840,13.036082792360524,13.086504936218262
870,14.34762066045724,13.086504936218262
902,14.34762066045724,16.175067901611328
933,16.8042247709953,16.175067901611328
964,15.619847586790856,16.175067901611328
995,15.619847586790856,16.175067901611328
1026,15.619847586790856,11.357352256774902
1058,18.726035563082135,11.357352256774902
1088,18.726035563082135,11.357352256774902
1120,21.86972202733761,11.357352256774902
1150,17.343026813434943,13.763837814331055
1181,18.331301765127336,13.763837814331055
1212,18.331301765127336,13.763837814331055
1243,22.01077617837991,13.763837814331055
1275,18.23848602878916,24.504987716674805
1305,18.23848602878916,24.504987716674805
1337,18.23848602878916,24.504987716674805
1368,17.395948066610217,24.504987716674805
1400,21.63082037014636,24.743810653686523
1430,20.584932977268288,24.743810653686523
1461,23.72824724809484,24.743810653686523
1493,23.72824724809484,24.743810653686523
1525,25.94841363251482,28.151729583740234
1555,25.94841363251482,28.151729583740234
1586,24.558052497883153,28.151729583740234
1618,23.05062199104875,28.151729583740234
1649,23.05062199104875,23.432247161865234
1679,23.05062199104875,23.432247161865234
1710,23.05062199104875,23.432247161865234
1741,23.05062199104875,23.432247161865234
1772,20.81615814498795,22.4684734344483
1802,22.46546413451071,22.468473434448242
1833,26.400890347163422,22.468473434448242
1865,26.400890347163422,22.468473434448242
1897,24.692119672593858,24.79211967259386
1928,27.469899661303984,23.41918182373047
1959,25.867677109793963,23.41918182373047
1991,24.1181192693843,23.41918182373047
2022,25.468298052497886,23.41918182373047
2054,23.469455909035922,24.9172420501709
2085,23.469455909035922,24.9172420501709
2116,24.75280270956817,24.9172420501709
2148,26.74355546147333,24.9172420501709
2179,2.8063324865932824,25.743968963623047
2965,29.446723116003387,25.743968963623047
2996,29.446723116003387,25.743968963623047
3027,29.446723116003387,25.743968963623047
3058,31.38175734849401,29.403945922851562
3088,30.89888230313294,29.403945922851562
3119,30.89888230313294,29.403945922851562
3150,32.81718333938148,29.403945922851562
3181,31.112684165961053,25.52400016784668
3211,33.06918930688279,25.52400016784668
3244,34.626462012162264,25.52400016784668
3274,33.742549252046295,25.52400016784668
3306,35.684887075667774,27.419952392578125
3336,38.46639514535705,27.419952392578125
3367,37.20056385524426,27.419952392578125
3397,40.57586790855208,27.419952392578125
3428,40.858679085520755,29.24263572138789
3458,42.47254295577412,29.24263572692871
3489,42.47254295577412,29.24263572692871
3521,39.570685294947786,29.24263572692871
3552,39.570685294947786,29.24263572692871
3584,40.33539373412362,33.95970916748047
3615,37.40488591098186,33.95970916748047
3646,39.048528930285066,33.95970916748047
3678,39.048528930285066,33.95970916748047
3708,36.13135001154646,30.632251739501953
3740,36.13135001154646,30.632251739501953
3771,36.13135001154646,30.632251739501953
3801,35.540556385189745,30.632251739501953
3833,35.540556385189745,28.483163833618164
3863,33.85746397322689,28.483163833618164
3894,33.85746397322689,28.483163833618164
3924,30.480977048888096,28.483163833618164
3955,30.480977048888096,29.425321578979492
3988,30.480977048888096,29.425321578979492
4018,30.694890324880788,29.425321578979492
4050,31.387874682472482,29.425321578979492
4080,29.536193413253713,29.168622970581055
4112,29.536193413253713,29.168622970581055
4143,29.536193413253713,29.168622970581055
4174,31.23546147332769,29.168622970581055
4205,29.38021498284237,22.780885696411133
4236,29.38021498284237,22.780885696411133
4268,29.38021498284237,22.780885696411133
4300,30.026740050804403,22.780885696411133
4331,28.16135496234235,23.284809112548828
4362,29.838340389500424,23.284809112548828
4392,29.838340389500424,23.284809112548828
4423,27.967496055973974,23.284809112548828
4455,27.967496055973974,26.221364974975586
4485,27.967496055973974,26.221364974975586
4517,30.454375388089193,26.221364974975586
4548,28.784149026248944,26.221364974975586
4580,30.66001225757026,27.072776794433594
4610,34.40816242683062,27.072776794433594
4641,34.40816242683062,27.072776794433594
4672,34.40816242683062,27.072776794433594
4704,36.28074738921818,31.273517608642578
4734,36.28074738921818,31.273517608642578
4766,35.04768219023427,31.273517608642578
4797,36.928111769686716,31.273517608642578
4828,36.928111769686716,32.971229553222656
4858,36.928111769686716,32.971229553222656
4889,36.928111769686716,32.971229553222656
4921,36.928111769686716,32.971229553222656
4953,36.928111769686716,31.993959426879883
4983,36.928111769686716,31.993959426879883
5015,38.80713554354198,31.993959426879883
5046,38.80713554354198,31.993959426879883
5077,38.80713554354198,34.80026626586928
5107,38.80713554354198,34.80026626586914
5138,36.928111769686716,34.80026626586914
5169,36.928111769686716,34.80026626586914
5200,36.928111769686716,34.80026626586914
5231,38.80713554354198,34.785400390625
5263,39.45086449023113,34.785400390625
5293,38.88480308589708,34.785400390625
5325,38.88480308589708,34.785400390625
5355,40.753173339784695,35.966678619384766
5387,39.45086449023113,35.966678619384766
5418,39.45086449023113,35.966678619384766
5448,39.45086449023113,35.966678619384766
5479,41.975840579286974,34.43520736694336
5510,40.30107463408734,34.43520736694336
5541,39.654709317276634,34.43520736694336
5572,37.30745131244708,34.43520736694336
5604,37.48187976291279,26.46599769592285
5634,37.48187976291279,26.46599769592285
5666,37.48187976291279,26.46599769592285
5697,16.701583645820733,26.46599769592285
6703,21.325043183742594,26.46599769592285
6735,20.69536626211309,26.46599769592285
6766,18.759294383291003,26.46599769592285
6797,18.09265658642797,22.368114471435547
6829,16.711499858876657,22.368114471435547
6861,14.440260043277826,22.368114471435547
6893,13.590077900084676,22.368114471435547
6924,11.610406999717751,26.076719284057617
6955,10.369195596951736,26.076719284057617
6986,10.369195596951736,26.076719284057617
7018,8.54937849280271,26.076719284057617
7048,8.54937849280271,34.2670783996582
7081,8.54937849280271,34.2670783996582
7112,8.54937849280271,34.2670783996582
7143,8.54937849280271,34.2670783996582
7174,7.914323454699408,33.89027786254883
7204,7.914323454699408,33.89027786254883
7236,7.914323454699408,33.89027786254883
7267,7.914323454699408,33.89027786254883
7298,8.54937849280271,23.901323318481445
7328,8.54937849280271,23.901323318481445
7361,8.54937849280271,23.901323318481445
7392,9.946499576629975,23.901323318481445
7423,9.946499576629975,24.108579635620117
7453,11.770550381033024,24.108579635620117
7484,14.969142534575218,24.108579635620117
7517,17.43207886778759,24.108579635620117
7548,14.969142534575218,25.992053990314368
7578,14.969142534575218,25.992053985595703
7609,14.969142534575218,25.992053985595703
7641,14.969142534575218,25.992053985595703
7672,13.138035563082134,25.992053985595703
7704,13.138035563082134,27.65959930419922
7734,13.138035563082134,27.65959930419922
7766,17.43207886778759,27.65959930419922
7797,17.43207886778759,27.65959930419922
7829,17.43207886778759,30.192752838134766
7862,14.228244990121366,30.192752838134766
7893,14.228244990121366,30.192752838134766
7925,14.228244990121366,30.192752838134766
7956,14.228244990121366,30.15732192993164
7988,14.228244990121366,30.15732192993164
8019,14.228244990121366,30.15732192993164
8050,14.228244990121366,30.15732192993164
8082,16.050078142010406,28.167999267578125
8113,16.050078142010406,28.167999267578125
8144,14.228244990121366,28.167999267578125
8174,14.228244990121366,28.167999267578125
8206,14.228244990121366,36.3076171875
8237,16.68513318011371,36.3076171875
8269,16.68513318011371,36.3076171875
8299,16.68513318011371,36.3076171875
8331,13.459122777307368,38.28498840332031
8363,15.278939881456395,38.28498840332031
8394,15.278939881456395,38.28498840332031
8425,15.278939881456395,38.28498840332031
8456,15.278939881456395,37.23097229003906
8487,17.733812023708722,37.23097229003906
8519,17.733812023708722,37.23097229003906
8550,15.278939881456395,37.23097229003906
8581,15.278939881456395,29.26848602294922
8612,15.278939881456395,29.26848602294922
8644,15.278939881456395,29.26848602294922
8675,15.278939881456395,29.26848602294922
8707,15.278939881456395,33.695884704589844
8739,15.278939881456395,33.695884704589844
8770,15.278939881456395,33.695884704589844
8801,15.278939881456395,33.695884704589844
8832,12.824067739204065,21.1949405670166
8862,12.824067739204065,21.1949405670166
8893,12.824067739204065,21.1949405670166
8925,11.004250635055039,21.1949405670166
8956,12.824067739204065,31.885417938232422
8986,12.824067739204065,31.885417938232422
9018,12.824067739204065,31.885417938232422
9049,12.824067739204065,31.885417938232422
9081,10.369195596951736,30.48969078063965
9111,10.369195596951736,30.48969078063965
9142,10.369195596951736,30.48969078063965
9173,10.369195596951736,30.48969078063965
9204,10.369195596951736,30.83621979035161
9234,10.369195596951736,30.836219787597656
9265,9.734140558848434,30.836219787597656
9296,9.734140558848434,30.836219787597656
9328,9.734140558848434,30.836219787597656
9360,7.914323454699408,32.11558151245117
9391,7.914323454699408,32.11558151245117
10507,34.458492238216195,32.11558151245117
10537,36.047502116850126,32.11558151245117
10569,37.760108903797295,32.11558151245117
10600,40.859015846135236,41.86214065551758
10631,43.95663561953147,41.86214065551758
10663,44.21136325148181,41.86214065551758
10694,46.14828111769688,41.86214065551758
10725,47.70178481877031,40.34504699707031
10756,46.34020886254587,40.34504699707031
10787,47.70178481877031,40.34504699707031
10818,48.82210245554615,40.34504699707031
10849,50.30619033689991,40.495872497558594
10880,49.767997228850746,40.495872497558594
10910,52.376313051893064,40.495872497558594
10941,52.091445506229576,40.495872497558594
10972,53.40268096716531,38.47566223144531
11004,51.84226200556429,38.47566223144531
11034,50.219898988892766,38.47566223144531
11065,48.52996063941702,38.47566223144531
11097,48.52996063941702,40.326133728027344
11127,48.113005311369406,40.326133728027344
11157,48.113005311369406,40.326133728027344
11190,48.63387873656122,40.326133728027344
11221,46.76611176968671,42.12278747558594
11251,44.81057725820108,42.12278747558594
11283,42.75849844764324,42.12278747558594
11314,42.75849844764324,42.12278747558594
11345,44.81057725820108,40.48042297363282
11375,44.10058142816822,40.48042297363281
11406,44.10058142816822,40.48042297363281
11437,49.03266897926853,40.48042297363281
11468,47.88409822184588,40.48042297363281
11499,47.88409822184588,33.45547866821289
11530,47.88409822184588,33.45547866821289
11561,47.88409822184588,33.45547866821289
11593,45.877414347864175,33.45547866821289
11624,45.877414347864175,28.86246490478517
11656,44.714707148905305,28.86246490478517
