time,robot_load,robot_avg_load
2,0.0,0
34,0.0,0
65,0.0,0
95,0.0,0
125,0.0,1.114465594291687
155,0.0,1.114465594291687
186,0.0,1.114465594291687
217,0.0,1.114465594291687
249,0.0,0.1
279,0.0,3.890303611755371
310,0.0,3.890303611755371
342,0.0,3.890303611755371
372,0.0,3.890303611755371
404,0.0,8.856289863586426
435,0.0,8.856289863586426
466,0.0,8.856289863586426
497,0.0,8.856289863586426
528,0.0,11.17676830291748
560,0.0,11.17676830291748
591,0.0,11.17676830291748
622,0.0,11.17676830291748
652,0.0,8.287962913513184
684,0.0,8.287962913513184
714,0.0,8.287962913513184
745,0.0,8.287962913513184
776,0.0,13.086504936218262
807,0.0,13.086504936218262
838,0.0,13.086504936218262
869,0.0,13.086504936218262
901,0.0,16.175067901611328
933,0.0,16.175067901611328
964,0.0,16.175067901611328
995,0.0,16.175067901611328
1026,0.0,11.357352256774902
1057,0.0,11.357352256774902
1088,0.0,11.357352256774902
1121,0.0,11.357352256774902
1151,1.735143099068586,13.763837814331055
1183,1.735143099068586,13.763837814331055
1213,1.735143099068586,13.763837814331055
1244,1.735143099068586,13.763837814331055
1275,0.0,24.504987716674805
1306,0.0,24.504987716674805
1337,0.0,24.504987716674805
1368,0.0,24.504987716674805
1401,0.0,24.743810653686523
1433,0.0,24.743810653686523
1464,0.0,24.743810653686523
1495,0.0,24.743810653686523
1527,0.0,28.151729583740234
1558,0.0,28.151729583740234
1589,0.0,28.151729583740234
1620,1.735143099068586,28.151729583740234
1651,1.735143099068586,23.432247161865234
1683,1.735143099068586,23.432247161865234
1714,1.735143099068586,23.432247161865234
1745,0.0,23.432247161865234
1776,0.0,22.468473434448242
1806,0.0,22.468473434448242
1838,0.0,22.468473434448242
1869,0.0,22.468473434448242
1900,0.0,23.419181823730472
1930,0.0,23.41918182373047
1961,0.0,23.41918182373047
1992,0.0,23.41918182373047
2024,0.0,0.1
2055,0.0,24.9172420501709
2085,0.0,24.9172420501709
2116,0.0,24.9172420501709
2148,0.0,24.9172420501709
2965,28.663144692932207,25.743968963623047
2996,28.663144692932207,25.743968963623047
3027,29.40404223738607,25.743968963623047
3058,29.40404223738607,29.403945922851573
3090,29.40404223738607,29.403945922851573
3121,28.180367485182053,29.403945922851573
3152,28.180367485182053,29.403945922851573
3184,28.932109179658323,25.52400016784668
3215,28.932109179658323,25.52400016784668
3246,27.24366130397968,25.52400016784668
3277,28.73287622652787,25.52400016784668
3309,28.73287622652787,27.419952392578125
3339,27.540020321761222,27.419952392578125
3370,27.540020321761222,27.419952392578125
3401,29.238429845096377,27.419952392578125
3433,29.238429845096377,29.24263572692871
3463,29.238429845096377,29.24263572692871
3494,27.297905588484337,29.24263572692871
3526,27.297905588484337,29.24263572692871
3557,29.747719081536086,33.959709187246226
3587,29.747719081536086,33.95970916748048
3618,27.780812023708723,33.95970916748048
3649,31.257272368049684,33.95970916748048
3680,31.257272368049684,30.630107211249552
3710,31.257272368049684,30.632251739501953
3741,30.88447154012607,30.632251739501953
3771,32.59002825437854,30.632251739501953
3801,31.01736268698842,30.632251739501953
3832,31.01736268698842,28.483163833618164
3863,31.01736268698842,28.483163833618164
3893,29.423965532699114,28.483163833618164
3924,32.24241918089042,28.483163833618164
3955,33.25070279424217,29.425321578979492
3987,34.86347179549212,29.425321578979492
4017,32.80616426756986,29.425321578979492
4049,32.80616426756986,29.425321578979492
4080,32.107603725656226,29.168622970581055
4111,32.107603725656226,29.168622970581055
4142,32.107603725656226,29.168622970581055
4173,32.107603725656226,29.168622970581055
4204,30.25369419314587,22.78088569641114
4235,32.107603725656226,22.78088569641114
4266,33.01677206564251,22.78088569641114
4297,31.144436917866216,22.78088569641114
4329,31.144436917866216,23.284809112548828
4360,32.71638095238096,23.284809112548828
4392,30.81632514817951,23.284809112548828
4423,31.947258739566955,23.284809112548828
4454,32.797311061504125,26.221364974975593
4486,30.898913914761504,26.221364974975593
4517,30.898913914761504,26.221364974975593
4549,32.797311061504125,26.221364974975593
4580,31.237609935083256,27.072776794433594
4610,31.237609935083256,27.072776794433594
4641,31.237609935083256,27.072776794433594
4673,32.35758355784774,27.072776794433594
4704,32.07661981371718,31.273517608642578
4734,32.07661981371718,31.273517608642578
4765,32.07661981371718,31.273517608642578
4796,32.07661981371718,31.273517608642578
4827,33.944296138129076,32.971229553222656
4857,33.944296138129076,32.971229553222656
4888,33.944296138129076,32.971229553222656
4919,33.45926134815742,32.971229553222656
4951,33.45926134815742,31.993959426879904
4981,33.45926134815742,31.993959426879883
5012,34.204760740713475,31.993959426879883
5043,34.204760740713475,31.993959426879883
5074,36.629212531752756,31.993959426879883
5105,34.885390347163415,34.80026626586914
5136,37.96690887774376,34.80026626586914
5167,37.96690887774376,34.80026626586914
5198,37.96690887774376,34.80026626586914
5229,35.43446232006774,34.785400390625
5261,35.43446232006774,34.785400390625
5292,37.603787663648795,34.785400390625
5323,37.603787663648795,34.785400390625
5355,36.03395427603725,35.966678619384766
5386,37.191001888881665,35.966678619384766
5416,37.191001888881665,35.966678619384766
5447,40.59894568767389,35.966678619384766
5479,37.603787663648795,34.435207366943374
5509,37.603787663648795,34.435207366943374
5540,36.796127922881524,34.435207366943374
5571,36.796127922881524,34.435207366943374
5602,36.796127922881524,26.46599769592285
5634,38.04041509078935,26.46599769592285
5665,37.18286015762393,26.46599769592285
5695,36.70738305217221,26.46599769592285
