time,Dist
5,0
36,0
68,0
99,177.5
130,177.5
160,367.5
193,557.5
225,557.5
257,747.5
287,937.5
320,937.5
352,1127.5
385,1127.5
415,1675.0
447,1852.5
479,1852.5
511,2030.0
541,2030.0
573,2207.5
604,2397.5
636,2765.0
666,2942.5
698,2942.5
732,3322.5
764,4057.5
794,4057.5
825,4057.5
857,4412.5
890,4412.5
920,4602.5
952,4970.0
984,4970.0
1016,4970.0
1047,5147.5
1079,5147.5
1112,5337.5
1144,5517.5
1177,5517.5
1210,5747.5
1243,5747.5
1274,5937.5
1304,6127.5
1337,6127.5
1369,6317.5
1399,6507.5
1431,6507.5
1462,6697.5
1494,7107.5
1527,7107.5
1558,7297.5
1590,7297.5
1622,7487.5
1655,7677.5
1685,7677.5
1717,8045.0
1749,8045.0
1780,8045.0
1812,8222.5
1844,8222.5
1875,8780.0
1907,8957.5
1937,8957.5
1967,8957.5
1998,8957.5
2028,8957.5
2059,8957.5
2090,8957.5
2121,8957.5
2152,8957.5
2183,8957.5
2213,8957.5
2244,8957.5
2275,8957.5
2305,8957.5
2337,8957.5
2367,8957.5
2398,8957.5
2429,8957.5
2459,8957.5
2490,8957.5
2521,8957.5
2552,8957.5
2582,8957.5
2612,8957.5
2643,8957.5
2673,8957.5
2704,8957.5
2735,8957.5
2765,8957.5
2796,8957.5
2827,8957.5
2857,9147.5
2887,9147.5
2918,9337.5
2949,9527.5
2980,9527.5
3010,9717.5
3041,9717.5
3072,9907.5
3102,10097.5
3134,10097.5
3164,10287.5
3195,10477.5
3225,10477.5
3257,10667.5
3288,10857.5
3320,10857.5
3350,11027.5
3380,11027.5
3412,11222.5
3444,11412.5
3475,11602.5
3506,11772.5
3538,11772.5
3570,11942.5
3601,11942.5
3633,12112.5
3665,12112.5
3696,12282.5
3727,12282.5
3758,12452.5
3789,12452.5
3819,12452.5
3849,12452.5
3881,12452.5
3911,12452.5
3942,12452.5
3972,12452.5
4004,12452.5
4035,12452.5
4065,12452.5
4096,12452.5
4126,12452.5
4157,12452.5
4188,12452.5
4219,12452.5
4250,12452.5
4280,12452.5
4310,12452.5
4341,12452.5
4372,12452.5
4402,12452.5
4433,12452.5
4464,12452.5
4494,12452.5
4524,12452.5
4555,12452.5
4587,12647.5
4619,12785.0
4650,12785.0
4681,12922.5
4713,13060.0
4745,13197.5
4777,13335.0
4808,13472.5
4840,13472.5
4872,13610.0
4903,13747.5
4935,13885.0
4965,14022.5
4997,14022.5
5029,14250.0
5060,14387.5
5091,14387.5
5123,14615.0
5155,14752.5
5187,14752.5
5218,14890.0
5250,14890.0
5282,15027.5
5313,15165.0
5344,15302.5
5375,15480.0
5407,15480.0
5439,15657.5
5471,15827.5
5505,15827.5
5535,15997.5
5566,15997.5
5598,16437.5
5630,16707.5
5660,16877.5
5692,17047.5
5723,17047.5
5754,17407.5
5784,17677.5
5816,17677.5
5848,17847.5
5880,17847.5
5910,18187.5
5941,18697.5
5974,18697.5
6005,19207.5
6035,19207.5
6067,19305.0
6098,19482.5
6131,19652.5
6161,19652.5
6192,19822.5
6224,19992.5
6256,19992.5
6286,20302.5
6316,20302.5
6348,20612.5
6380,20612.5
6411,20612.5
6442,20782.5
6474,20782.5
6508,20952.5
6538,20952.5
6570,21122.5
6601,21292.5
6634,21292.5
6665,21462.5
6696,21632.5
6728,21632.5
6760,21802.5
6792,21802.5
6823,21972.5
6854,22142.5
6886,22142.5
6917,22312.5
6949,22312.5
6981,22482.5
7013,22482.5
7044,22672.5
7077,22942.5
7108,22942.5
7139,22942.5
7170,23137.5
7201,23327.5
7232,23327.5
7264,23597.5
7295,23597.5
7327,23767.5
7359,23767.5
7391,24227.5
7423,24285.0
7455,24285.0
7487,24285.0
7518,24512.5
7550,24512.5
7582,24972.5
7614,25142.5
7646,25142.5
7678,25312.5
7711,25312.5
7743,25482.5
7776,25652.5
7808,25652.5
7839,25822.5
7870,25822.5
7902,26282.5
7934,26452.5
7967,26452.5
7999,26622.5
8030,26622.5
8062,26792.5
8095,26792.5
8127,27042.5
8158,27042.5
8190,27140.0
8222,27237.5
