time,Dist
13910,38277.5
13942,38375.0
13975,38647.5
14006,38647.5
14038,38847.5
14070,38847.5
14102,39217.5
14133,39417.5
14165,39980.0
14195,39980.0
14225,39980.0
14256,39980.0
14286,39980.0
14317,39980.0
14349,39980.0
14379,39980.0
14410,39980.0
14441,39980.0
14472,39980.0
14503,39980.0
14533,39980.0
14564,39980.0
14595,39980.0
14626,39980.0
14656,39980.0
14687,39980.0
14718,39980.0
14748,39980.0
14779,39980.0
14810,39980.0
14841,39980.0
14872,39980.0
14903,39980.0
14934,39980.0
14965,39980.0
14995,39980.0
15026,39980.0
15058,39980.0
15089,39980.0
15119,39980.0
15150,39980.0
15181,39980.0
15212,39980.0
15242,39980.0
15272,39980.0
15303,39980.0
15337,40125.0
15368,40270.0
15399,40415.0
15430,40415.0
15461,40560.0
15493,40830.0
15524,40830.0
15555,40830.0
15587,41100.0
15618,41100.0
15650,41100.0
15682,41370.0
15713,41370.0
15745,41420.0
15776,41740.0
15806,41740.0
15837,41740.0
15868,41885.0
15900,42030.0
15931,42175.0
15963,42320.0
15994,42320.0
16026,42590.0
16057,42590.0
16088,42640.0
16119,43005.0
16150,43150.0
16182,43470.0
16213,43470.0
16245,43690.0
16276,43690.0
16308,43835.0
16339,43835.0
16371,43980.0
16401,44125.0
16434,44125.0
16464,44270.0
16495,44490.0
16526,44490.0
16559,44710.0
16590,44710.0
16621,44855.0
16652,44855.0
16684,45000.0
16716,45000.0
16747,45000.0
16779,45270.0
16810,45270.0
16842,45270.0
16873,45540.0
16904,45685.0
16936,46120.0
16967,46120.0
16999,46390.0
17031,46440.0
17063,46490.0
17095,46590.0
17127,46690.0
17158,46790.0
17189,46840.0
17221,46940.0
17252,47040.0
17284,47300.0
17316,47300.0
17347,47485.0
17379,47485.0
17411,47485.0
17442,47670.0
17474,47670.0
17505,47855.0
17538,47855.0
17571,48030.0
17602,48030.0
17633,48030.0
17665,48030.0
17697,48250.0
17728,48250.0
17759,48380.0
17792,48565.0
17824,48565.0
17855,48750.0
17887,48750.0
17918,48935.0
17950,48935.0
17981,49110.0
18012,49330.0
18044,49330.0
18075,49460.0
18106,49460.0
18137,49460.0
18167,49645.0
18197,49830.0
18228,49830.0
18260,50015.0
18290,50015.0
18321,50190.0
18353,50410.0
18385,50410.0
18415,50540.0
18446,50540.0
18477,50725.0
18509,50910.0
18539,50910.0
18570,50910.0
18601,50910.0
18632,50910.0
18663,51095.0
18694,51280.0
18726,51280.0
18757,51465.0
18789,51465.0
18820,51640.0
18851,51860.0
18883,51860.0
18914,51860.0
18945,51860.0
18977,51990.0
19009,52175.0
19041,52175.0
19073,52175.0
19104,52360.0
19135,52360.0
19167,52545.0
19198,52545.0
19229,52545.0
19259,52545.0
19290,52545.0
19321,52545.0
19351,52545.0
19382,52545.0
19413,52545.0
19443,52545.0
19474,52545.0
19504,52545.0
19535,52545.0
19567,52545.0
19597,52545.0
19628,52545.0
19658,52545.0
19689,52545.0
19720,52545.0
19750,52545.0
19781,52545.0
19812,52545.0
19842,52545.0
19873,52545.0
19904,52545.0
19935,52545.0
19966,52545.0
19996,52545.0
20027,52545.0
20057,52545.0
20088,52545.0
20119,52545.0
20150,52545.0
20181,52545.0
