time,Dist
6098,20527.5
6143,20527.5
6148,20625.0
6173,20847.5
6233,21047.5
6278,21247.5
6323,21447.5
6368,21447.5
6373,21545.0
6398,21545.0
6403,21740.0
6453,22012.5
6518,22212.5
6563,22212.5
6613,22412.5
6658,22412.5
6663,22510.0
6688,22732.5
6748,22932.5
6793,23030.0
6818,23225.0
6868,23322.5
6898,23420.0
6936,23642.5
6993,23842.5
7051,23940.0
7078,24135.0
7128,24232.5
7158,24330.0
7236,24552.5
7413,24752.5
7458,24752.5
7463,24850.0
7488,24850.0
7493,25045.0
7543,25317.5
7608,25517.5
7668,25517.5
7673,25615.0
7698,25810.0
7748,26195.0
7848,26505.0
7928,26740.0
8003,26975.0
8063,27210.0
8123,27445.0
8208,27680.0
8268,27980.0
8353,28365.0
8453,28675.0
8533,28910.0
8593,28910.0
8598,28960.0
8618,29115.0
8733,29320.0
8788,29370.0
8808,29420.0
8828,29625.0
8883,29830.0
8938,29830.0
8943,29880.0
8963,30225.0
9053,30570.0
9144,30725.0
9188,30760.0
9238,30835.0
9313,30990.0
9358,31040.0
9378,31215.0
9423,31590.0
9513,31935.0
9618,31640.0
9638,31875.0
9701,31950.0
9778,32105.0
9823,32375.0
9893,32472.5
9918,32570.0
9943,32667.5
9973,32765.0
9998,32862.5
10028,32862.5
10033,32960.0
10058,32960.0
10063,33057.5
10093,33057.5
10098,33155.0
10123,33155.0
10128,33350.0
10178,33447.5
10208,33545.0
10238,33545.0
10243,33740.0
10293,33837.5
10323,33935.0
10348,33935.0
10353,34130.0
10403,34227.5
10433,34325.0
10458,34325.0
10463,34520.0
10513,34792.5
10578,34992.5
10638,34992.5
10643,35192.5
10688,35192.5
10693,35392.5
10738,35392.5
10743,35592.5
10788,35592.5
10793,35792.5
10838,35890.0
10878,36050.0
10963,36330.0
11038,36515.0
11088,36872.5
11178,37072.5
11223,37170.0
11248,37365.0
11298,37365.0
11303,37525.0
11348,37760.0
11408,37955.0
11458,38227.5
11558,38427.5
11603,38427.5
11608,38525.0
11633,38525.0
11638,38720.0
11688,38720.0
11693,38880.0
11738,39160.0
11813,39345.0
11863,39345.0
11868,39475.0
11908,39797.5
11988,39895.0
12013,39895.0
12018,40090.0
12068,40187.5
12098,40285.0
12123,40285.0
12128,40480.0
12213,40480.0
12218,40640.0
12263,40875.0
12323,41070.0
12373,41070.0
12378,41455.0
12488,41817.5
12578,41915.0
12603,41915.0
12608,42110.0
12658,42110.0
12663,42495.0
12763,42857.5
12853,42955.0
12878,42955.0
12883,43150.0
12933,43150.0
12938,43310.0
12983,43310.0
13028,43470.0
13073,43515.0
13128,43815.0
13223,44200.0
13333,44360.0
13373,44520.0
13418,44680.0
13463,44840.0
13508,45225.0
13618,45685.0
13758,45880.0
13808,45880.0
13813,46040.0
13853,46275.0
13913,46470.0
13963,46470.0
13968,46630.0
14013,46865.0
14073,47060.0
14123,47255.0
14173,47450.0
14223,47450.0
14228,47610.0
14273,47610.0
14278,47995.0
14373,48125.0
14408,48182.5
14428,48240.0
14448,48297.5
14468,48580.0
14543,48765.0
14608,48765.0
14613,48895.0
14653,49115.0
14713,49415.0
14813,49760.0
14898,50145.0
14993,50330.0
15043,50555.0
15103,50555.0
15108,50612.5
15128,50980.0
15223,51030.0
15298,51080.0
15318,51130.0
15338,51430.0
15408,51625.0
15458,51625.0
15463,51850.0
15518,52055.0
15613,52440.0
15728,52570.0
15763,52627.5
15793,52685.0
15813,52742.5
15833,53025.0
15908,53210.0
15958,53470.0
16028,53770.0
16108,54070.0
16188,54370.0
16268,54670.0
16348,54890.0
16418,55140.0
16488,55350.0
16548,55480.0
16588,55537.5
16608,55595.0
16628,55652.5
16648,56170.0
16778,56365.0
16828,56365.0
16833,56750.0
16933,56935.0
16983,57120.0
17033,57250.0
17073,57307.5
17093,57665.0
17183,57965.0
17263,58350.0
17363,58510.0
17408,58670.0
17453,59055.0
